,tavg,tmin,tmax,zip,date,park
Comerica Park2010-09-07T00:00:00,19.9,15.3,24.7,48234,2010-09-07T00:00:00,Comerica Park
Comerica Park2010-09-08T00:00:00,19.8,15.1,24.5,48234,2010-09-08T00:00:00,Comerica Park
Comerica Park2010-09-09T00:00:00,19.6,14.9,24.3,48234,2010-09-09T00:00:00,Comerica Park
Comerica Park2010-09-10T00:00:00,19.4,14.7,24.1,48234,2010-09-10T00:00:00,Comerica Park
Comerica Park2010-09-11T00:00:00,19.2,14.4,23.9,48234,2010-09-11T00:00:00,Comerica Park
Comerica Park2010-09-12T00:00:00,19.0,14.3,23.7,48234,2010-09-12T00:00:00,Comerica Park
Comerica Park2010-09-13T00:00:00,18.8,14.1,23.5,48234,2010-09-13T00:00:00,Comerica Park
Comerica Park2010-09-14T00:00:00,18.6,13.8,23.3,48234,2010-09-14T00:00:00,Comerica Park
Comerica Park2010-09-15T00:00:00,18.3,13.6,23.1,48234,2010-09-15T00:00:00,Comerica Park
Comerica Park2010-09-16T00:00:00,18.1,13.4,22.8,48234,2010-09-16T00:00:00,Comerica Park
Comerica Park2010-09-17T00:00:00,17.9,13.2,22.6,48234,2010-09-17T00:00:00,Comerica Park
Comerica Park2010-09-18T00:00:00,17.7,12.9,22.4,48234,2010-09-18T00:00:00,Comerica Park
Comerica Park2010-09-19T00:00:00,17.4,12.7,22.1,48234,2010-09-19T00:00:00,Comerica Park
Comerica Park2010-09-20T00:00:00,17.2,12.4,21.9,48234,2010-09-20T00:00:00,Comerica Park
Comerica Park2010-09-21T00:00:00,16.9,12.2,21.6,48234,2010-09-21T00:00:00,Comerica Park
Comerica Park2010-09-22T00:00:00,16.7,12.0,21.4,48234,2010-09-22T00:00:00,Comerica Park
Comerica Park2010-09-23T00:00:00,16.4,11.8,21.1,48234,2010-09-23T00:00:00,Comerica Park
Comerica Park2010-09-24T00:00:00,16.2,11.5,20.9,48234,2010-09-24T00:00:00,Comerica Park
Comerica Park2010-09-25T00:00:00,15.9,11.3,20.6,48234,2010-09-25T00:00:00,Comerica Park
Comerica Park2010-09-26T00:00:00,15.7,11.1,20.4,48234,2010-09-26T00:00:00,Comerica Park
Comerica Park2010-09-27T00:00:00,15.5,10.8,20.1,48234,2010-09-27T00:00:00,Comerica Park
Comerica Park2010-09-28T00:00:00,15.2,10.6,19.9,48234,2010-09-28T00:00:00,Comerica Park
Comerica Park2010-09-29T00:00:00,15.0,10.4,19.6,48234,2010-09-29T00:00:00,Comerica Park
Comerica Park2010-09-30T00:00:00,14.8,10.2,19.3,48234,2010-09-30T00:00:00,Comerica Park
Comerica Park2010-10-01T00:00:00,14.5,9.9,19.1,48234,2010-10-01T00:00:00,Comerica Park
Comerica Park2010-10-02T00:00:00,14.3,9.7,18.8,48234,2010-10-02T00:00:00,Comerica Park
Comerica Park2010-10-03T00:00:00,14.1,9.5,18.6,48234,2010-10-03T00:00:00,Comerica Park
Comerica Park2010-10-04T00:00:00,13.8,9.3,18.3,48234,2010-10-04T00:00:00,Comerica Park
Comerica Park2010-10-05T00:00:00,13.6,9.1,18.1,48234,2010-10-05T00:00:00,Comerica Park
Comerica Park2010-10-06T00:00:00,13.4,8.9,17.9,48234,2010-10-06T00:00:00,Comerica Park
Comerica Park2010-10-07T00:00:00,13.2,8.7,17.6,48234,2010-10-07T00:00:00,Comerica Park
Comerica Park2010-10-08T00:00:00,12.9,8.5,17.4,48234,2010-10-08T00:00:00,Comerica Park
Comerica Park2010-10-09T00:00:00,12.7,8.3,17.2,48234,2010-10-09T00:00:00,Comerica Park
Comerica Park2010-10-10T00:00:00,12.5,8.1,16.9,48234,2010-10-10T00:00:00,Comerica Park
Comerica Park2010-10-11T00:00:00,12.3,7.9,16.7,48234,2010-10-11T00:00:00,Comerica Park
Comerica Park2010-10-12T00:00:00,12.1,7.7,16.4,48234,2010-10-12T00:00:00,Comerica Park
Comerica Park2010-10-13T00:00:00,11.9,7.6,16.2,48234,2010-10-13T00:00:00,Comerica Park
Comerica Park2010-10-14T00:00:00,11.7,7.3,16.1,48234,2010-10-14T00:00:00,Comerica Park
Comerica Park2010-10-15T00:00:00,11.5,7.2,15.8,48234,2010-10-15T00:00:00,Comerica Park
Comerica Park2010-10-16T00:00:00,11.3,7.0,15.6,48234,2010-10-16T00:00:00,Comerica Park
Comerica Park2010-10-17T00:00:00,11.1,6.8,15.4,48234,2010-10-17T00:00:00,Comerica Park
Comerica Park2010-10-18T00:00:00,10.9,6.7,15.2,48234,2010-10-18T00:00:00,Comerica Park
Comerica Park2010-10-19T00:00:00,10.7,6.5,14.9,48234,2010-10-19T00:00:00,Comerica Park
Comerica Park2010-10-20T00:00:00,10.6,6.3,14.8,48234,2010-10-20T00:00:00,Comerica Park
Comerica Park2010-10-21T00:00:00,10.4,6.2,14.6,48234,2010-10-21T00:00:00,Comerica Park
Comerica Park2010-10-22T00:00:00,10.2,6.1,14.3,48234,2010-10-22T00:00:00,Comerica Park
Comerica Park2010-10-23T00:00:00,10.0,5.9,14.1,48234,2010-10-23T00:00:00,Comerica Park
Comerica Park2010-10-24T00:00:00,9.8,5.7,13.9,48234,2010-10-24T00:00:00,Comerica Park
Comerica Park2010-10-25T00:00:00,9.6,5.6,13.7,48234,2010-10-25T00:00:00,Comerica Park
Comerica Park2010-10-26T00:00:00,9.4,5.4,13.5,48234,2010-10-26T00:00:00,Comerica Park
Comerica Park2010-10-27T00:00:00,9.3,5.2,13.3,48234,2010-10-27T00:00:00,Comerica Park
Comerica Park2010-10-28T00:00:00,9.1,5.1,13.1,48234,2010-10-28T00:00:00,Comerica Park
Comerica Park2010-10-29T00:00:00,8.9,4.9,12.9,48234,2010-10-29T00:00:00,Comerica Park
Comerica Park2010-10-30T00:00:00,8.7,4.8,12.7,48234,2010-10-30T00:00:00,Comerica Park
Comerica Park2010-10-31T00:00:00,8.6,4.6,12.4,48234,2010-10-31T00:00:00,Comerica Park
Comerica Park2010-11-01T00:00:00,8.3,4.4,12.2,48234,2010-11-01T00:00:00,Comerica Park
Marlins Park2010-03-01T00:00:00,21.9,17.6,26.2,33126,2010-03-01T00:00:00,Marlins Park
Marlins Park2010-03-02T00:00:00,21.9,17.6,26.3,33126,2010-03-02T00:00:00,Marlins Park
Marlins Park2010-03-03T00:00:00,22.0,17.7,26.3,33126,2010-03-03T00:00:00,Marlins Park
Marlins Park2010-03-04T00:00:00,22.1,17.7,26.3,33126,2010-03-04T00:00:00,Marlins Park
Marlins Park2010-03-05T00:00:00,22.1,17.8,26.4,33126,2010-03-05T00:00:00,Marlins Park
Marlins Park2010-03-06T00:00:00,22.1,17.8,26.4,33126,2010-03-06T00:00:00,Marlins Park
Marlins Park2010-03-07T00:00:00,22.2,17.8,26.4,33126,2010-03-07T00:00:00,Marlins Park
Marlins Park2010-03-08T00:00:00,22.2,17.9,26.5,33126,2010-03-08T00:00:00,Marlins Park
Marlins Park2010-03-09T00:00:00,22.2,17.9,26.6,33126,2010-03-09T00:00:00,Marlins Park
Marlins Park2010-03-10T00:00:00,22.3,18.0,26.6,33126,2010-03-10T00:00:00,Marlins Park
Marlins Park2010-03-11T00:00:00,22.3,18.0,26.6,33126,2010-03-11T00:00:00,Marlins Park
Marlins Park2010-03-12T00:00:00,22.3,18.1,26.7,33126,2010-03-12T00:00:00,Marlins Park
Marlins Park2010-03-13T00:00:00,22.4,18.1,26.7,33126,2010-03-13T00:00:00,Marlins Park
Marlins Park2010-03-14T00:00:00,22.4,18.2,26.7,33126,2010-03-14T00:00:00,Marlins Park
Marlins Park2010-03-15T00:00:00,22.5,18.2,26.8,33126,2010-03-15T00:00:00,Marlins Park
Marlins Park2010-03-16T00:00:00,22.6,18.2,26.8,33126,2010-03-16T00:00:00,Marlins Park
Marlins Park2010-03-17T00:00:00,22.6,18.3,26.8,33126,2010-03-17T00:00:00,Marlins Park
Marlins Park2010-03-18T00:00:00,22.6,18.3,26.9,33126,2010-03-18T00:00:00,Marlins Park
Marlins Park2010-03-19T00:00:00,22.7,18.4,26.9,33126,2010-03-19T00:00:00,Marlins Park
Marlins Park2010-03-20T00:00:00,22.7,18.4,27.0,33126,2010-03-20T00:00:00,Marlins Park
Marlins Park2010-03-21T00:00:00,22.8,18.5,27.0,33126,2010-03-21T00:00:00,Marlins Park
Marlins Park2010-03-22T00:00:00,22.8,18.6,27.1,33126,2010-03-22T00:00:00,Marlins Park
Marlins Park2010-03-23T00:00:00,22.8,18.6,27.1,33126,2010-03-23T00:00:00,Marlins Park
Marlins Park2010-03-24T00:00:00,22.9,18.7,27.2,33126,2010-03-24T00:00:00,Marlins Park
Marlins Park2010-03-25T00:00:00,22.9,18.7,27.2,33126,2010-03-25T00:00:00,Marlins Park
Marlins Park2010-03-26T00:00:00,23.0,18.8,27.3,33126,2010-03-26T00:00:00,Marlins Park
Marlins Park2010-03-27T00:00:00,23.1,18.8,27.3,33126,2010-03-27T00:00:00,Marlins Park
Marlins Park2010-03-28T00:00:00,23.1,18.9,27.3,33126,2010-03-28T00:00:00,Marlins Park
Marlins Park2010-03-29T00:00:00,23.2,18.9,27.4,33126,2010-03-29T00:00:00,Marlins Park
Marlins Park2010-03-30T00:00:00,23.2,19.0,27.4,33126,2010-03-30T00:00:00,Marlins Park
Marlins Park2010-03-31T00:00:00,23.3,19.1,27.5,33126,2010-03-31T00:00:00,Marlins Park
Marlins Park2010-04-01T00:00:00,23.3,19.1,27.6,33126,2010-04-01T00:00:00,Marlins Park
Marlins Park2010-04-02T00:00:00,23.4,19.2,27.6,33126,2010-04-02T00:00:00,Marlins Park
Marlins Park2010-04-03T00:00:00,23.4,19.3,27.7,33126,2010-04-03T00:00:00,Marlins Park
Marlins Park2010-04-04T00:00:00,23.5,19.3,27.7,33126,2010-04-04T00:00:00,Marlins Park
Marlins Park2010-04-05T00:00:00,23.6,19.4,27.8,33126,2010-04-05T00:00:00,Marlins Park
Marlins Park2010-04-06T00:00:00,23.7,19.4,27.8,33126,2010-04-06T00:00:00,Marlins Park
Marlins Park2010-04-07T00:00:00,23.7,19.5,27.9,33126,2010-04-07T00:00:00,Marlins Park
Marlins Park2010-04-08T00:00:00,23.8,19.6,27.9,33126,2010-04-08T00:00:00,Marlins Park
Marlins Park2010-04-09T00:00:00,23.8,19.7,28.0,33126,2010-04-09T00:00:00,Marlins Park
Marlins Park2010-04-10T00:00:00,23.9,19.7,28.1,33126,2010-04-10T00:00:00,Marlins Park
Marlins Park2010-04-11T00:00:00,23.9,19.8,28.1,33126,2010-04-11T00:00:00,Marlins Park
Marlins Park2010-04-12T00:00:00,24.1,19.9,28.2,33126,2010-04-12T00:00:00,Marlins Park
Marlins Park2010-04-13T00:00:00,24.1,19.9,28.2,33126,2010-04-13T00:00:00,Marlins Park
Marlins Park2010-04-14T00:00:00,24.2,20.0,28.3,33126,2010-04-14T00:00:00,Marlins Park
Marlins Park2010-04-15T00:00:00,24.2,20.1,28.4,33126,2010-04-15T00:00:00,Marlins Park
Marlins Park2010-04-16T00:00:00,24.3,20.2,28.4,33126,2010-04-16T00:00:00,Marlins Park
Marlins Park2010-04-17T00:00:00,24.4,20.2,28.5,33126,2010-04-17T00:00:00,Marlins Park
Marlins Park2010-04-18T00:00:00,24.4,20.3,28.6,33126,2010-04-18T00:00:00,Marlins Park
Marlins Park2010-04-19T00:00:00,24.5,20.4,28.7,33126,2010-04-19T00:00:00,Marlins Park
Marlins Park2010-04-20T00:00:00,24.6,20.5,28.7,33126,2010-04-20T00:00:00,Marlins Park
Marlins Park2010-04-21T00:00:00,24.7,20.6,28.8,33126,2010-04-21T00:00:00,Marlins Park
Marlins Park2010-04-22T00:00:00,24.8,20.7,28.9,33126,2010-04-22T00:00:00,Marlins Park
Marlins Park2010-04-23T00:00:00,24.8,20.7,28.9,33126,2010-04-23T00:00:00,Marlins Park
Marlins Park2010-04-24T00:00:00,24.9,20.8,29.0,33126,2010-04-24T00:00:00,Marlins Park
Marlins Park2010-04-25T00:00:00,25.0,20.9,29.1,33126,2010-04-25T00:00:00,Marlins Park
Marlins Park2010-04-26T00:00:00,25.1,21.0,29.2,33126,2010-04-26T00:00:00,Marlins Park
Marlins Park2010-04-27T00:00:00,25.2,21.1,29.2,33126,2010-04-27T00:00:00,Marlins Park
Marlins Park2010-04-28T00:00:00,25.2,21.2,29.3,33126,2010-04-28T00:00:00,Marlins Park
Marlins Park2010-04-29T00:00:00,25.3,21.2,29.4,33126,2010-04-29T00:00:00,Marlins Park
Marlins Park2010-04-30T00:00:00,25.4,21.3,29.4,33126,2010-04-30T00:00:00,Marlins Park
Marlins Park2010-05-01T00:00:00,25.4,21.4,29.5,33126,2010-05-01T00:00:00,Marlins Park
Marlins Park2010-05-02T00:00:00,25.6,21.5,29.6,33126,2010-05-02T00:00:00,Marlins Park
Marlins Park2010-05-03T00:00:00,25.6,21.6,29.7,33126,2010-05-03T00:00:00,Marlins Park
Marlins Park2010-05-04T00:00:00,25.7,21.7,29.7,33126,2010-05-04T00:00:00,Marlins Park
Marlins Park2010-05-05T00:00:00,25.8,21.8,29.8,33126,2010-05-05T00:00:00,Marlins Park
Marlins Park2010-05-06T00:00:00,25.9,21.9,29.9,33126,2010-05-06T00:00:00,Marlins Park
Marlins Park2010-05-07T00:00:00,25.9,21.9,29.9,33126,2010-05-07T00:00:00,Marlins Park
Marlins Park2010-05-08T00:00:00,26.1,22.1,30.1,33126,2010-05-08T00:00:00,Marlins Park
Marlins Park2010-05-09T00:00:00,26.1,22.1,30.1,33126,2010-05-09T00:00:00,Marlins Park
Marlins Park2010-05-10T00:00:00,26.2,22.2,30.2,33126,2010-05-10T00:00:00,Marlins Park
Marlins Park2010-05-11T00:00:00,26.3,22.3,30.3,33126,2010-05-11T00:00:00,Marlins Park
Marlins Park2010-05-12T00:00:00,26.4,22.4,30.3,33126,2010-05-12T00:00:00,Marlins Park
Marlins Park2010-05-13T00:00:00,26.4,22.5,30.4,33126,2010-05-13T00:00:00,Marlins Park
Marlins Park2010-05-14T00:00:00,26.6,22.6,30.4,33126,2010-05-14T00:00:00,Marlins Park
Marlins Park2010-05-15T00:00:00,26.6,22.7,30.6,33126,2010-05-15T00:00:00,Marlins Park
Marlins Park2010-05-16T00:00:00,26.7,22.8,30.6,33126,2010-05-16T00:00:00,Marlins Park
Marlins Park2010-05-17T00:00:00,26.8,22.8,30.7,33126,2010-05-17T00:00:00,Marlins Park
Marlins Park2010-05-18T00:00:00,26.8,22.9,30.7,33126,2010-05-18T00:00:00,Marlins Park
Marlins Park2010-05-19T00:00:00,26.9,23.0,30.8,33126,2010-05-19T00:00:00,Marlins Park
Marlins Park2010-05-20T00:00:00,27.0,23.1,30.8,33126,2010-05-20T00:00:00,Marlins Park
Marlins Park2010-05-21T00:00:00,27.1,23.2,30.9,33126,2010-05-21T00:00:00,Marlins Park
Marlins Park2010-05-22T00:00:00,27.1,23.3,31.0,33126,2010-05-22T00:00:00,Marlins Park
Marlins Park2010-05-23T00:00:00,27.2,23.3,31.1,33126,2010-05-23T00:00:00,Marlins Park
Marlins Park2010-05-24T00:00:00,27.3,23.4,31.1,33126,2010-05-24T00:00:00,Marlins Park
Marlins Park2010-05-25T00:00:00,27.3,23.5,31.2,33126,2010-05-25T00:00:00,Marlins Park
Marlins Park2010-05-26T00:00:00,27.4,23.6,31.2,33126,2010-05-26T00:00:00,Marlins Park
Marlins Park2010-05-27T00:00:00,27.4,23.6,31.2,33126,2010-05-27T00:00:00,Marlins Park
Marlins Park2010-05-28T00:00:00,27.5,23.7,31.3,33126,2010-05-28T00:00:00,Marlins Park
Marlins Park2010-05-29T00:00:00,27.6,23.8,31.3,33126,2010-05-29T00:00:00,Marlins Park
Marlins Park2010-05-30T00:00:00,27.6,23.8,31.4,33126,2010-05-30T00:00:00,Marlins Park
Marlins Park2010-05-31T00:00:00,27.7,23.9,31.4,33126,2010-05-31T00:00:00,Marlins Park
Marlins Park2010-06-01T00:00:00,27.7,23.9,31.5,33126,2010-06-01T00:00:00,Marlins Park
Marlins Park2010-06-02T00:00:00,27.8,24.0,31.5,33126,2010-06-02T00:00:00,Marlins Park
Marlins Park2010-06-03T00:00:00,27.8,24.1,31.6,33126,2010-06-03T00:00:00,Marlins Park
Marlins Park2010-06-04T00:00:00,27.8,24.1,31.6,33126,2010-06-04T00:00:00,Marlins Park
Marlins Park2010-06-05T00:00:00,27.9,24.1,31.6,33126,2010-06-05T00:00:00,Marlins Park
Marlins Park2010-06-06T00:00:00,27.9,24.2,31.7,33126,2010-06-06T00:00:00,Marlins Park
Marlins Park2010-06-07T00:00:00,27.9,24.2,31.7,33126,2010-06-07T00:00:00,Marlins Park
Marlins Park2010-06-08T00:00:00,28.0,24.3,31.7,33126,2010-06-08T00:00:00,Marlins Park
Marlins Park2010-06-09T00:00:00,28.1,24.3,31.8,33126,2010-06-09T00:00:00,Marlins Park
Marlins Park2010-06-10T00:00:00,28.1,24.3,31.8,33126,2010-06-10T00:00:00,Marlins Park
Marlins Park2010-06-11T00:00:00,28.1,24.4,31.8,33126,2010-06-11T00:00:00,Marlins Park
Marlins Park2010-06-12T00:00:00,28.1,24.4,31.9,33126,2010-06-12T00:00:00,Marlins Park
Marlins Park2010-06-13T00:00:00,28.2,24.4,31.9,33126,2010-06-13T00:00:00,Marlins Park
Marlins Park2010-06-14T00:00:00,28.2,24.4,31.9,33126,2010-06-14T00:00:00,Marlins Park
Marlins Park2010-06-15T00:00:00,28.2,24.5,31.9,33126,2010-06-15T00:00:00,Marlins Park
Marlins Park2010-06-16T00:00:00,28.2,24.5,32.0,33126,2010-06-16T00:00:00,Marlins Park
Marlins Park2010-06-17T00:00:00,28.3,24.5,32.0,33126,2010-06-17T00:00:00,Marlins Park
Marlins Park2010-06-18T00:00:00,28.3,24.6,32.1,33126,2010-06-18T00:00:00,Marlins Park
Marlins Park2010-06-19T00:00:00,28.3,24.6,32.1,33126,2010-06-19T00:00:00,Marlins Park
Marlins Park2010-06-20T00:00:00,28.3,24.6,32.1,33126,2010-06-20T00:00:00,Marlins Park
Marlins Park2010-06-21T00:00:00,28.3,24.6,32.1,33126,2010-06-21T00:00:00,Marlins Park
Marlins Park2010-06-22T00:00:00,28.4,24.6,32.1,33126,2010-06-22T00:00:00,Marlins Park
Marlins Park2010-06-23T00:00:00,28.4,24.7,32.2,33126,2010-06-23T00:00:00,Marlins Park
Marlins Park2010-06-24T00:00:00,28.4,24.7,32.2,33126,2010-06-24T00:00:00,Marlins Park
Marlins Park2010-06-25T00:00:00,28.4,24.7,32.2,33126,2010-06-25T00:00:00,Marlins Park
Marlins Park2010-06-26T00:00:00,28.5,24.7,32.2,33126,2010-06-26T00:00:00,Marlins Park
Marlins Park2010-06-27T00:00:00,28.5,24.7,32.3,33126,2010-06-27T00:00:00,Marlins Park
Marlins Park2010-06-28T00:00:00,28.5,24.8,32.3,33126,2010-06-28T00:00:00,Marlins Park
Marlins Park2010-06-29T00:00:00,28.6,24.8,32.3,33126,2010-06-29T00:00:00,Marlins Park
Marlins Park2010-06-30T00:00:00,28.6,24.8,32.3,33126,2010-06-30T00:00:00,Marlins Park
Marlins Park2010-07-01T00:00:00,28.6,24.8,32.3,33126,2010-07-01T00:00:00,Marlins Park
Marlins Park2010-07-02T00:00:00,28.6,24.8,32.4,33126,2010-07-02T00:00:00,Marlins Park
Marlins Park2010-07-03T00:00:00,28.6,24.9,32.4,33126,2010-07-03T00:00:00,Marlins Park
Marlins Park2010-07-04T00:00:00,28.7,24.9,32.4,33126,2010-07-04T00:00:00,Marlins Park
Marlins Park2010-07-05T00:00:00,28.7,24.9,32.4,33126,2010-07-05T00:00:00,Marlins Park
Marlins Park2010-07-06T00:00:00,28.7,24.9,32.5,33126,2010-07-06T00:00:00,Marlins Park
Marlins Park2010-07-07T00:00:00,28.7,24.9,32.5,33126,2010-07-07T00:00:00,Marlins Park
Marlins Park2010-07-08T00:00:00,28.8,25.0,32.6,33126,2010-07-08T00:00:00,Marlins Park
Marlins Park2010-07-09T00:00:00,28.8,25.0,32.6,33126,2010-07-09T00:00:00,Marlins Park
Marlins Park2010-07-10T00:00:00,28.8,25.1,32.6,33126,2010-07-10T00:00:00,Marlins Park
Marlins Park2010-07-11T00:00:00,28.8,25.1,32.6,33126,2010-07-11T00:00:00,Marlins Park
Marlins Park2010-07-12T00:00:00,28.9,25.1,32.7,33126,2010-07-12T00:00:00,Marlins Park
Marlins Park2010-07-13T00:00:00,28.9,25.1,32.7,33126,2010-07-13T00:00:00,Marlins Park
Marlins Park2010-07-14T00:00:00,28.9,25.1,32.7,33126,2010-07-14T00:00:00,Marlins Park
Marlins Park2010-07-15T00:00:00,28.9,25.2,32.7,33126,2010-07-15T00:00:00,Marlins Park
Marlins Park2010-07-16T00:00:00,28.9,25.2,32.7,33126,2010-07-16T00:00:00,Marlins Park
Marlins Park2010-07-17T00:00:00,29.0,25.2,32.8,33126,2010-07-17T00:00:00,Marlins Park
Marlins Park2010-07-18T00:00:00,29.0,25.2,32.8,33126,2010-07-18T00:00:00,Marlins Park
Marlins Park2010-07-19T00:00:00,29.1,25.3,32.8,33126,2010-07-19T00:00:00,Marlins Park
Marlins Park2010-07-20T00:00:00,29.1,25.3,32.8,33126,2010-07-20T00:00:00,Marlins Park
Marlins Park2010-07-21T00:00:00,29.1,25.3,32.8,33126,2010-07-21T00:00:00,Marlins Park
Marlins Park2010-07-22T00:00:00,29.1,25.3,32.9,33126,2010-07-22T00:00:00,Marlins Park
Marlins Park2010-07-23T00:00:00,29.1,25.3,32.9,33126,2010-07-23T00:00:00,Marlins Park
Marlins Park2010-07-24T00:00:00,29.1,25.3,32.9,33126,2010-07-24T00:00:00,Marlins Park
Marlins Park2010-07-25T00:00:00,29.2,25.4,32.9,33126,2010-07-25T00:00:00,Marlins Park
Marlins Park2010-07-26T00:00:00,29.2,25.4,32.9,33126,2010-07-26T00:00:00,Marlins Park
Marlins Park2010-07-27T00:00:00,29.2,25.4,32.9,33126,2010-07-27T00:00:00,Marlins Park
Marlins Park2010-07-28T00:00:00,29.2,25.4,32.9,33126,2010-07-28T00:00:00,Marlins Park
Marlins Park2010-07-29T00:00:00,29.2,25.4,32.9,33126,2010-07-29T00:00:00,Marlins Park
Marlins Park2010-07-30T00:00:00,29.2,25.4,33.0,33126,2010-07-30T00:00:00,Marlins Park
Marlins Park2010-07-31T00:00:00,29.2,25.4,33.0,33126,2010-07-31T00:00:00,Marlins Park
Marlins Park2010-08-01T00:00:00,29.2,25.4,33.0,33126,2010-08-01T00:00:00,Marlins Park
Marlins Park2010-08-02T00:00:00,29.2,25.4,33.0,33126,2010-08-02T00:00:00,Marlins Park
Marlins Park2010-08-03T00:00:00,29.2,25.4,33.0,33126,2010-08-03T00:00:00,Marlins Park
Marlins Park2010-08-04T00:00:00,29.2,25.4,33.0,33126,2010-08-04T00:00:00,Marlins Park
Marlins Park2010-08-05T00:00:00,29.2,25.4,33.0,33126,2010-08-05T00:00:00,Marlins Park
Marlins Park2010-08-06T00:00:00,29.2,25.4,33.0,33126,2010-08-06T00:00:00,Marlins Park
Marlins Park2010-08-07T00:00:00,29.2,25.4,32.9,33126,2010-08-07T00:00:00,Marlins Park
Marlins Park2010-08-08T00:00:00,29.2,25.4,32.9,33126,2010-08-08T00:00:00,Marlins Park
Marlins Park2010-08-09T00:00:00,29.2,25.4,32.9,33126,2010-08-09T00:00:00,Marlins Park
Marlins Park2010-08-10T00:00:00,29.2,25.4,32.9,33126,2010-08-10T00:00:00,Marlins Park
Marlins Park2010-08-11T00:00:00,29.1,25.3,32.9,33126,2010-08-11T00:00:00,Marlins Park
Marlins Park2010-08-12T00:00:00,29.1,25.3,32.9,33126,2010-08-12T00:00:00,Marlins Park
Marlins Park2010-08-13T00:00:00,29.1,25.3,32.9,33126,2010-08-13T00:00:00,Marlins Park
Marlins Park2010-08-14T00:00:00,29.1,25.3,32.9,33126,2010-08-14T00:00:00,Marlins Park
Marlins Park2010-08-15T00:00:00,29.1,25.3,32.8,33126,2010-08-15T00:00:00,Marlins Park
Marlins Park2010-08-16T00:00:00,29.1,25.2,32.8,33126,2010-08-16T00:00:00,Marlins Park
Marlins Park2010-08-17T00:00:00,29.0,25.2,32.8,33126,2010-08-17T00:00:00,Marlins Park
Marlins Park2010-08-18T00:00:00,29.0,25.2,32.8,33126,2010-08-18T00:00:00,Marlins Park
Marlins Park2010-08-19T00:00:00,28.9,25.2,32.8,33126,2010-08-19T00:00:00,Marlins Park
Marlins Park2010-08-20T00:00:00,28.9,25.2,32.7,33126,2010-08-20T00:00:00,Marlins Park
Marlins Park2010-08-21T00:00:00,28.9,25.1,32.7,33126,2010-08-21T00:00:00,Marlins Park
Marlins Park2010-08-22T00:00:00,28.9,25.1,32.7,33126,2010-08-22T00:00:00,Marlins Park
Marlins Park2010-08-23T00:00:00,28.9,25.1,32.7,33126,2010-08-23T00:00:00,Marlins Park
Marlins Park2010-08-24T00:00:00,28.8,25.1,32.6,33126,2010-08-24T00:00:00,Marlins Park
Marlins Park2010-08-25T00:00:00,28.8,25.1,32.6,33126,2010-08-25T00:00:00,Marlins Park
Marlins Park2010-08-26T00:00:00,28.8,25.0,32.6,33126,2010-08-26T00:00:00,Marlins Park
Marlins Park2010-08-27T00:00:00,28.8,25.0,32.5,33126,2010-08-27T00:00:00,Marlins Park
Marlins Park2010-08-28T00:00:00,28.7,25.0,32.5,33126,2010-08-28T00:00:00,Marlins Park
Marlins Park2010-08-29T00:00:00,28.7,24.9,32.4,33126,2010-08-29T00:00:00,Marlins Park
Marlins Park2010-08-30T00:00:00,28.7,24.9,32.4,33126,2010-08-30T00:00:00,Marlins Park
Marlins Park2010-08-31T00:00:00,28.7,24.9,32.4,33126,2010-08-31T00:00:00,Marlins Park
Marlins Park2010-09-01T00:00:00,28.6,24.9,32.3,33126,2010-09-01T00:00:00,Marlins Park
Marlins Park2010-09-02T00:00:00,28.6,24.9,32.3,33126,2010-09-02T00:00:00,Marlins Park
Marlins Park2010-09-03T00:00:00,28.6,24.9,32.3,33126,2010-09-03T00:00:00,Marlins Park
Marlins Park2010-09-04T00:00:00,28.6,24.9,32.3,33126,2010-09-04T00:00:00,Marlins Park
Marlins Park2010-09-05T00:00:00,28.6,24.9,32.2,33126,2010-09-05T00:00:00,Marlins Park
Marlins Park2010-09-06T00:00:00,28.5,24.8,32.2,33126,2010-09-06T00:00:00,Marlins Park
Marlins Park2010-09-07T00:00:00,28.5,24.8,32.2,33126,2010-09-07T00:00:00,Marlins Park
Marlins Park2010-09-08T00:00:00,28.5,24.8,32.1,33126,2010-09-08T00:00:00,Marlins Park
Marlins Park2010-09-09T00:00:00,28.4,24.8,32.1,33126,2010-09-09T00:00:00,Marlins Park
Marlins Park2010-09-10T00:00:00,28.4,24.8,32.1,33126,2010-09-10T00:00:00,Marlins Park
Marlins Park2010-09-11T00:00:00,28.4,24.8,32.0,33126,2010-09-11T00:00:00,Marlins Park
Marlins Park2010-09-12T00:00:00,28.4,24.8,32.0,33126,2010-09-12T00:00:00,Marlins Park
Marlins Park2010-09-13T00:00:00,28.4,24.8,31.9,33126,2010-09-13T00:00:00,Marlins Park
Marlins Park2010-09-14T00:00:00,28.3,24.8,31.9,33126,2010-09-14T00:00:00,Marlins Park
Marlins Park2010-09-15T00:00:00,28.3,24.8,31.9,33126,2010-09-15T00:00:00,Marlins Park
Marlins Park2010-09-16T00:00:00,28.3,24.8,31.8,33126,2010-09-16T00:00:00,Marlins Park
